,index,Neighborhood,OccurMonth_Year,Matched_Names,Animal Cruelty Offenses,Arson,Assault Offenses,Bribery,Burglary,Counterfeiting/Forgery,Drug/Narcotic Offenses,Embezzlement,Extortion/Blackmail,Fraud Offenses,Gambling Offenses,Homicide Offenses,Human Trafficking Offenses,Kidnapping/Abduction,Larceny Offenses,Motor Vehicle Theft,Pornography/Obscene Material,Prostitution Offenses,Robbery,Sex Offenses,Stolen Property Offenses,Vandalism,Weapon Law Violations,Total_Offenses,Average Radiance Per Pixel Per month,avg_home_price,median_home_price,average_cost_per_foot,days_on_market,homes_sold_2017,condo_sales,distressed_property_sales,year_built,adj_popn,adj_popn_pe_sq_mi,median_age,median_household_income,home_ownership,married,divorced,widowed,seperated,never_married,popn_bachelors_degree_perc,popn_graduate_degree,median_monthly_housing_expenses,people_below_poverty,unemployed_perc,english_perc,perc_households_children,x,perc_diff_county_last_year,perc_diff_state_last_year,total_newcomers_perc,x.1,parks_perc,x.2,commute_by_public_transit,commute_by_bike_perc,commute_by_walking_perc,commute_biking_walking_perc,miles_bike_route_per_sqkm,walk_score
1183,1183,CONCORDIA,2016-12,CONCORDIA,0.0,0.0,5.0,0.0,6.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,26.0,13.594265269439054,518304,500993,253,25,160,6,0,1949,10027,7559,38,83269,73.8,44.0,11.6,2.9,1.4,39.9,35.6,21.9,1339,8.6,7.5,89.8,29.1,83.8,1.3,4.6,6.6,27,3,17,9.6,7.1,2.5,9.6,2.13,76
1184,1184,CONCORDIA,2017-01,CONCORDIA,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0,19.558902394100368,518304,500993,253,25,160,6,0,1949,10027,7559,38,83269,73.8,44.0,11.6,2.9,1.4,39.9,35.6,21.9,1339,8.6,7.5,89.8,29.1,83.8,1.3,4.6,6.6,27,3,17,9.6,7.1,2.5,9.6,2.13,76
1185,1185,CONCORDIA,2017-02,CONCORDIA,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,20.0,14.82378449050516,518304,500993,253,25,160,6,0,1949,10027,7559,38,83269,73.8,44.0,11.6,2.9,1.4,39.9,35.6,21.9,1339,8.6,7.5,89.8,29.1,83.8,1.3,4.6,6.6,27,3,17,9.6,7.1,2.5,9.6,2.13,76
1186,1186,CONCORDIA,2017-03,CONCORDIA,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,24.0,16.380149610074714,518304,500993,253,25,160,6,0,1949,10027,7559,38,83269,73.8,44.0,11.6,2.9,1.4,39.9,35.6,21.9,1339,8.6,7.5,89.8,29.1,83.8,1.3,4.6,6.6,27,3,17,9.6,7.1,2.5,9.6,2.13,76
1187,1187,CONCORDIA,2017-04,CONCORDIA,0.0,0.0,2.0,0.0,3.0,2.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,27.0,17.734488704297203,518304,500993,253,25,160,6,0,1949,10027,7559,38,83269,73.8,44.0,11.6,2.9,1.4,39.9,35.6,21.9,1339,8.6,7.5,89.8,29.1,83.8,1.3,4.6,6.6,27,3,17,9.6,7.1,2.5,9.6,2.13,76
1188,1188,CONCORDIA,2017-05,CONCORDIA,0.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,27.0,16.87723321351241,518304,500993,253,25,160,6,0,1949,10027,7559,38,83269,73.8,44.0,11.6,2.9,1.4,39.9,35.6,21.9,1339,8.6,7.5,89.8,29.1,83.8,1.3,4.6,6.6,27,3,17,9.6,7.1,2.5,9.6,2.13,76
1189,1189,CONCORDIA,2017-06,CONCORDIA,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24.0,16.96414795137416,518304,500993,253,25,160,6,0,1949,10027,7559,38,83269,73.8,44.0,11.6,2.9,1.4,39.9,35.6,21.9,1339,8.6,7.5,89.8,29.1,83.8,1.3,4.6,6.6,27,3,17,9.6,7.1,2.5,9.6,2.13,76
1190,1190,CONCORDIA,2017-07,CONCORDIA,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,18.46287999750602,518304,500993,253,25,160,6,0,1949,10027,7559,38,83269,73.8,44.0,11.6,2.9,1.4,39.9,35.6,21.9,1339,8.6,7.5,89.8,29.1,83.8,1.3,4.6,6.6,27,3,17,9.6,7.1,2.5,9.6,2.13,76
1191,1191,CONCORDIA,2017-08,CONCORDIA,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,21.0,16.86944748011021,518304,500993,253,25,160,6,0,1949,10027,7559,38,83269,73.8,44.0,11.6,2.9,1.4,39.9,35.6,21.9,1339,8.6,7.5,89.8,29.1,83.8,1.3,4.6,6.6,27,3,17,9.6,7.1,2.5,9.6,2.13,76
1192,1192,CONCORDIA,2017-09,CONCORDIA,0.0,0.0,4.0,0.0,5.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,16.57161750101457,518304,500993,253,25,160,6,0,1949,10027,7559,38,83269,73.8,44.0,11.6,2.9,1.4,39.9,35.6,21.9,1339,8.6,7.5,89.8,29.1,83.8,1.3,4.6,6.6,27,3,17,9.6,7.1,2.5,9.6,2.13,76
1193,1193,CONCORDIA,2017-10,CONCORDIA,0.0,0.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,26.0,17.740683899334176,518304,500993,253,25,160,6,0,1949,10027,7559,38,83269,73.8,44.0,11.6,2.9,1.4,39.9,35.6,21.9,1339,8.6,7.5,89.8,29.1,83.8,1.3,4.6,6.6,27,3,17,9.6,7.1,2.5,9.6,2.13,76
1194,1194,CONCORDIA,2017-11,CONCORDIA,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,19.0,16.439030524381657,518304,500993,253,25,160,6,0,1949,10027,7559,38,83269,73.8,44.0,11.6,2.9,1.4,39.9,35.6,21.9,1339,8.6,7.5,89.8,29.1,83.8,1.3,4.6,6.6,27,3,17,9.6,7.1,2.5,9.6,2.13,76
1195,1195,CONCORDIA,2017-12,CONCORDIA,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,24.0,23.26951039848963,518304,500993,253,25,160,6,0,1949,10027,7559,38,83269,73.8,44.0,11.6,2.9,1.4,39.9,35.6,21.9,1339,8.6,7.5,89.8,29.1,83.8,1.3,4.6,6.6,27,3,17,9.6,7.1,2.5,9.6,2.13,76
1196,1196,CONCORDIA,2018-01,CONCORDIA,0.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,10.0,6.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,31.0,18.22130047490349,518304,500993,253,25,160,6,0,1949,10027,7559,38,83269,73.8,44.0,11.6,2.9,1.4,39.9,35.6,21.9,1339,8.6,7.5,89.8,29.1,83.8,1.3,4.6,6.6,27,3,17,9.6,7.1,2.5,9.6,2.13,76
1197,1197,CONCORDIA,2018-02,CONCORDIA,0.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,25.0,26.04285293529187,518304,500993,253,25,160,6,0,1949,10027,7559,38,83269,73.8,44.0,11.6,2.9,1.4,39.9,35.6,21.9,1339,8.6,7.5,89.8,29.1,83.8,1.3,4.6,6.6,27,3,17,9.6,7.1,2.5,9.6,2.13,76
1198,1198,CONCORDIA,2018-03,CONCORDIA,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,26.0,18.130190442423327,518304,500993,253,25,160,6,0,1949,10027,7559,38,83269,73.8,44.0,11.6,2.9,1.4,39.9,35.6,21.9,1339,8.6,7.5,89.8,29.1,83.8,1.3,4.6,6.6,27,3,17,9.6,7.1,2.5,9.6,2.13,76
1199,1199,CONCORDIA,2018-04,CONCORDIA,0.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25.0,17.871691055471793,518304,500993,253,25,160,6,0,1949,10027,7559,38,83269,73.8,44.0,11.6,2.9,1.4,39.9,35.6,21.9,1339,8.6,7.5,89.8,29.1,83.8,1.3,4.6,6.6,27,3,17,9.6,7.1,2.5,9.6,2.13,76
1200,1200,CONCORDIA,2018-05,CONCORDIA,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,25.0,18.3375772049652,518304,500993,253,25,160,6,0,1949,10027,7559,38,83269,73.8,44.0,11.6,2.9,1.4,39.9,35.6,21.9,1339,8.6,7.5,89.8,29.1,83.8,1.3,4.6,6.6,27,3,17,9.6,7.1,2.5,9.6,2.13,76
1201,1201,CONCORDIA,2018-06,CONCORDIA,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,23.0,15.152545804357263,518304,500993,253,25,160,6,0,1949,10027,7559,38,83269,73.8,44.0,11.6,2.9,1.4,39.9,35.6,21.9,1339,8.6,7.5,89.8,29.1,83.8,1.3,4.6,6.6,27,3,17,9.6,7.1,2.5,9.6,2.13,76
1202,1202,CONCORDIA,2018-07,CONCORDIA,0.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,16.8957989208288,518304,500993,253,25,160,6,0,1949,10027,7559,38,83269,73.8,44.0,11.6,2.9,1.4,39.9,35.6,21.9,1339,8.6,7.5,89.8,29.1,83.8,1.3,4.6,6.6,27,3,17,9.6,7.1,2.5,9.6,2.13,76
1203,1203,CONCORDIA,2018-08,CONCORDIA,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,18.181443330317048,518304,500993,253,25,160,6,0,1949,10027,7559,38,83269,73.8,44.0,11.6,2.9,1.4,39.9,35.6,21.9,1339,8.6,7.5,89.8,29.1,83.8,1.3,4.6,6.6,27,3,17,9.6,7.1,2.5,9.6,2.13,76
1204,1204,CONCORDIA,2018-09,CONCORDIA,0.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,29.0,16.923265099241846,518304,500993,253,25,160,6,0,1949,10027,7559,38,83269,73.8,44.0,11.6,2.9,1.4,39.9,35.6,21.9,1339,8.6,7.5,89.8,29.1,83.8,1.3,4.6,6.6,27,3,17,9.6,7.1,2.5,9.6,2.13,76
1205,1205,CONCORDIA,2018-10,CONCORDIA,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,19.0,16.73691498070459,518304,500993,253,25,160,6,0,1949,10027,7559,38,83269,73.8,44.0,11.6,2.9,1.4,39.9,35.6,21.9,1339,8.6,7.5,89.8,29.1,83.8,1.3,4.6,6.6,27,3,17,9.6,7.1,2.5,9.6,2.13,76
1206,1206,CONCORDIA,2018-11,CONCORDIA,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,29.0,17.621266857581322,518304,500993,253,25,160,6,0,1949,10027,7559,38,83269,73.8,44.0,11.6,2.9,1.4,39.9,35.6,21.9,1339,8.6,7.5,89.8,29.1,83.8,1.3,4.6,6.6,27,3,17,9.6,7.1,2.5,9.6,2.13,76
1207,1207,CONCORDIA,2018-12,CONCORDIA,0.0,0.0,4.0,0.0,6.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,31.0,19.8122203272548,518304,500993,253,25,160,6,0,1949,10027,7559,38,83269,73.8,44.0,11.6,2.9,1.4,39.9,35.6,21.9,1339,8.6,7.5,89.8,29.1,83.8,1.3,4.6,6.6,27,3,17,9.6,7.1,2.5,9.6,2.13,76
1208,1208,CONCORDIA,2019-01,CONCORDIA,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,20.0,20.54447244803741,518304,500993,253,25,160,6,0,1949,10027,7559,38,83269,73.8,44.0,11.6,2.9,1.4,39.9,35.6,21.9,1339,8.6,7.5,89.8,29.1,83.8,1.3,4.6,6.6,27,3,17,9.6,7.1,2.5,9.6,2.13,76
1209,1209,CONCORDIA,2019-02,CONCORDIA,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,19.0,21.26486529441791,518304,500993,253,25,160,6,0,1949,10027,7559,38,83269,73.8,44.0,11.6,2.9,1.4,39.9,35.6,21.9,1339,8.6,7.5,89.8,29.1,83.8,1.3,4.6,6.6,27,3,17,9.6,7.1,2.5,9.6,2.13,76
1210,1210,CONCORDIA,2019-03,CONCORDIA,0.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,21.0,18.829377540608043,518304,500993,253,25,160,6,0,1949,10027,7559,38,83269,73.8,44.0,11.6,2.9,1.4,39.9,35.6,21.9,1339,8.6,7.5,89.8,29.1,83.8,1.3,4.6,6.6,27,3,17,9.6,7.1,2.5,9.6,2.13,76
1211,1211,CONCORDIA,2019-04,CONCORDIA,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,15.0,16.38103883952777,518304,500993,253,25,160,6,0,1949,10027,7559,38,83269,73.8,44.0,11.6,2.9,1.4,39.9,35.6,21.9,1339,8.6,7.5,89.8,29.1,83.8,1.3,4.6,6.6,27,3,17,9.6,7.1,2.5,9.6,2.13,76
1212,1212,CONCORDIA,2019-05,CONCORDIA,0.0,0.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,24.0,17.840228036885033,518304,500993,253,25,160,6,0,1949,10027,7559,38,83269,73.8,44.0,11.6,2.9,1.4,39.9,35.6,21.9,1339,8.6,7.5,89.8,29.1,83.8,1.3,4.6,6.6,27,3,17,9.6,7.1,2.5,9.6,2.13,76
1213,1213,CONCORDIA,2019-06,CONCORDIA,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,16.0,16.7844884913654,518304,500993,253,25,160,6,0,1949,10027,7559,38,83269,73.8,44.0,11.6,2.9,1.4,39.9,35.6,21.9,1339,8.6,7.5,89.8,29.1,83.8,1.3,4.6,6.6,27,3,17,9.6,7.1,2.5,9.6,2.13,76
1214,1214,CONCORDIA,2019-07,CONCORDIA,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,18.0,17.9257633168011,518304,500993,253,25,160,6,0,1949,10027,7559,38,83269,73.8,44.0,11.6,2.9,1.4,39.9,35.6,21.9,1339,8.6,7.5,89.8,29.1,83.8,1.3,4.6,6.6,27,3,17,9.6,7.1,2.5,9.6,2.13,76
1215,1215,CONCORDIA,2019-08,CONCORDIA,0.0,0.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,25.0,17.10174072857039,518304,500993,253,25,160,6,0,1949,10027,7559,38,83269,73.8,44.0,11.6,2.9,1.4,39.9,35.6,21.9,1339,8.6,7.5,89.8,29.1,83.8,1.3,4.6,6.6,27,3,17,9.6,7.1,2.5,9.6,2.13,76
1216,1216,CONCORDIA,2019-09,CONCORDIA,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,16.18409395142267,518304,500993,253,25,160,6,0,1949,10027,7559,38,83269,73.8,44.0,11.6,2.9,1.4,39.9,35.6,21.9,1339,8.6,7.5,89.8,29.1,83.8,1.3,4.6,6.6,27,3,17,9.6,7.1,2.5,9.6,2.13,76
1217,1217,CONCORDIA,2019-10,CONCORDIA,0.0,0.0,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24.0,18.14379460749221,518304,500993,253,25,160,6,0,1949,10027,7559,38,83269,73.8,44.0,11.6,2.9,1.4,39.9,35.6,21.9,1339,8.6,7.5,89.8,29.1,83.8,1.3,4.6,6.6,27,3,17,9.6,7.1,2.5,9.6,2.13,76
1218,1218,CONCORDIA,2019-11,CONCORDIA,0.0,0.0,3.0,0.0,6.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,33.0,20.44905223078807,518304,500993,253,25,160,6,0,1949,10027,7559,38,83269,73.8,44.0,11.6,2.9,1.4,39.9,35.6,21.9,1339,8.6,7.5,89.8,29.1,83.8,1.3,4.6,6.6,27,3,17,9.6,7.1,2.5,9.6,2.13,76
1219,1219,CONCORDIA,2019-12,CONCORDIA,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,17.0,18.21576524593828,518304,500993,253,25,160,6,0,1949,10027,7559,38,83269,73.8,44.0,11.6,2.9,1.4,39.9,35.6,21.9,1339,8.6,7.5,89.8,29.1,83.8,1.3,4.6,6.6,27,3,17,9.6,7.1,2.5,9.6,2.13,76
1220,1220,CONCORDIA,2020-01,CONCORDIA,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,13.0,5.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,33.0,15.173396202801332,518304,500993,253,25,160,6,0,1949,10027,7559,38,83269,73.8,44.0,11.6,2.9,1.4,39.9,35.6,21.9,1339,8.6,7.5,89.8,29.1,83.8,1.3,4.6,6.6,27,3,17,9.6,7.1,2.5,9.6,2.13,76
1221,1221,CONCORDIA,2020-02,CONCORDIA,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,22.0,19.211248951994364,518304,500993,253,25,160,6,0,1949,10027,7559,38,83269,73.8,44.0,11.6,2.9,1.4,39.9,35.6,21.9,1339,8.6,7.5,89.8,29.1,83.8,1.3,4.6,6.6,27,3,17,9.6,7.1,2.5,9.6,2.13,76
1222,1222,CONCORDIA,2020-03,CONCORDIA,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,23.0,17.985247830943774,518304,500993,253,25,160,6,0,1949,10027,7559,38,83269,73.8,44.0,11.6,2.9,1.4,39.9,35.6,21.9,1339,8.6,7.5,89.8,29.1,83.8,1.3,4.6,6.6,27,3,17,9.6,7.1,2.5,9.6,2.13,76
1223,1223,CONCORDIA,2020-04,CONCORDIA,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,13.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,28.0,15.211931084187423,518304,500993,253,25,160,6,0,1949,10027,7559,38,83269,73.8,44.0,11.6,2.9,1.4,39.9,35.6,21.9,1339,8.6,7.5,89.8,29.1,83.8,1.3,4.6,6.6,27,3,17,9.6,7.1,2.5,9.6,2.13,76
1224,1224,CONCORDIA,2020-05,CONCORDIA,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,21.0,17.61344955328624,518304,500993,253,25,160,6,0,1949,10027,7559,38,83269,73.8,44.0,11.6,2.9,1.4,39.9,35.6,21.9,1339,8.6,7.5,89.8,29.1,83.8,1.3,4.6,6.6,27,3,17,9.6,7.1,2.5,9.6,2.13,76
1225,1225,CONCORDIA,2020-06,CONCORDIA,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,20.0,15.276389568216928,518304,500993,253,25,160,6,0,1949,10027,7559,38,83269,73.8,44.0,11.6,2.9,1.4,39.9,35.6,21.9,1339,8.6,7.5,89.8,29.1,83.8,1.3,4.6,6.6,27,3,17,9.6,7.1,2.5,9.6,2.13,76
1226,1226,CONCORDIA,2020-07,CONCORDIA,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,19.0,16.84346160162639,518304,500993,253,25,160,6,0,1949,10027,7559,38,83269,73.8,44.0,11.6,2.9,1.4,39.9,35.6,21.9,1339,8.6,7.5,89.8,29.1,83.8,1.3,4.6,6.6,27,3,17,9.6,7.1,2.5,9.6,2.13,76
1227,1227,CONCORDIA,2020-08,CONCORDIA,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,22.0,17.116786184999135,518304,500993,253,25,160,6,0,1949,10027,7559,38,83269,73.8,44.0,11.6,2.9,1.4,39.9,35.6,21.9,1339,8.6,7.5,89.8,29.1,83.8,1.3,4.6,6.6,27,3,17,9.6,7.1,2.5,9.6,2.13,76
1228,1228,CONCORDIA,2020-09,CONCORDIA,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,11.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,19.0,13.514700560225652,518304,500993,253,25,160,6,0,1949,10027,7559,38,83269,73.8,44.0,11.6,2.9,1.4,39.9,35.6,21.9,1339,8.6,7.5,89.8,29.1,83.8,1.3,4.6,6.6,27,3,17,9.6,7.1,2.5,9.6,2.13,76
1229,1229,CONCORDIA,2020-10,CONCORDIA,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,25.0,16.565913966872404,518304,500993,253,25,160,6,0,1949,10027,7559,38,83269,73.8,44.0,11.6,2.9,1.4,39.9,35.6,21.9,1339,8.6,7.5,89.8,29.1,83.8,1.3,4.6,6.6,27,3,17,9.6,7.1,2.5,9.6,2.13,76
1230,1230,CONCORDIA,2020-11,CONCORDIA,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,12.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,37.0,16.756169551142996,518304,500993,253,25,160,6,0,1949,10027,7559,38,83269,73.8,44.0,11.6,2.9,1.4,39.9,35.6,21.9,1339,8.6,7.5,89.8,29.1,83.8,1.3,4.6,6.6,27,3,17,9.6,7.1,2.5,9.6,2.13,76
1231,1231,CONCORDIA,2020-12,CONCORDIA,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,21.0,18.18066809103661,518304,500993,253,25,160,6,0,1949,10027,7559,38,83269,73.8,44.0,11.6,2.9,1.4,39.9,35.6,21.9,1339,8.6,7.5,89.8,29.1,83.8,1.3,4.6,6.6,27,3,17,9.6,7.1,2.5,9.6,2.13,76
1232,1232,CONCORDIA,2021-01,CONCORDIA,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,25.0,18.598463373085888,518304,500993,253,25,160,6,0,1949,10027,7559,38,83269,73.8,44.0,11.6,2.9,1.4,39.9,35.6,21.9,1339,8.6,7.5,89.8,29.1,83.8,1.3,4.6,6.6,27,3,17,9.6,7.1,2.5,9.6,2.13,76
1233,1233,CONCORDIA,2021-02,CONCORDIA,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,23.0,25.995868227956407,518304,500993,253,25,160,6,0,1949,10027,7559,38,83269,73.8,44.0,11.6,2.9,1.4,39.9,35.6,21.9,1339,8.6,7.5,89.8,29.1,83.8,1.3,4.6,6.6,27,3,17,9.6,7.1,2.5,9.6,2.13,76
1234,1234,CONCORDIA,2021-03,CONCORDIA,0.0,0.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,11.0,8.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,33.0,18.659216938843148,518304,500993,253,25,160,6,0,1949,10027,7559,38,83269,73.8,44.0,11.6,2.9,1.4,39.9,35.6,21.9,1339,8.6,7.5,89.8,29.1,83.8,1.3,4.6,6.6,27,3,17,9.6,7.1,2.5,9.6,2.13,76
