,index,Neighborhood,OccurMonth_Year,Matched_Names,Animal Cruelty Offenses,Arson,Assault Offenses,Bribery,Burglary,Counterfeiting/Forgery,Drug/Narcotic Offenses,Embezzlement,Extortion/Blackmail,Fraud Offenses,Gambling Offenses,Homicide Offenses,Human Trafficking Offenses,Kidnapping/Abduction,Larceny Offenses,Motor Vehicle Theft,Pornography/Obscene Material,Prostitution Offenses,Robbery,Sex Offenses,Stolen Property Offenses,Vandalism,Weapon Law Violations,Total_Offenses,dates,Names of Places,Average Radiance Per Pixel Per month,Year,avg_home_price,median_home_price,average_cost_per_foot,days_on_market,homes_sold_2017,condo_sales,distressed_property_sales,year_built,adj_popn,adj_popn_pe_sq_mi,median_age,median_household_income,home_ownership,married,divorced,widowed,seperated,never_married,popn_bachelors_degree_perc,popn_graduate_degree,median_monthly_housing_expenses,people_below_poverty,unemployed_perc,english_perc,perc_households_children,x,perc_diff_county_last_year,perc_diff_state_last_year,total_newcomers_perc,x.1,parks_perc,x.2,commute_by_public_transit,commute_by_bike_perc,commute_by_walking_perc,commute_biking_walking_perc,miles_bike_route_per_sqkm,walk_score
273,273,ARGAY,2020-10,ARGAY_TERRACE,0.0,0.0,5.0,0.0,8.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,28.0,13.0,0.0,0.0,1.0,1.0,1.0,10.0,0.0,71.0,2020-10-01,ARGAY_TERRACE,29.37826319768713,2020,349725,360000,157,31,82,9,1,1967,6339,3088,38,47028,46.7,31.4,17.6,4.2,5.6,41.3,10.7,4.0,889,25.0,8.6,75.3,34.4,62.8,13.8,4.5,19.2,59,5,20,10.8,0.4,13.0,13.4,2.85,45
274,274,ARGAY,2020-11,ARGAY_TERRACE,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,23.0,10.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,49.0,2020-11-01,ARGAY_TERRACE,21.29124056519572,2020,349725,360000,157,31,82,9,1,1967,6339,3088,38,47028,46.7,31.4,17.6,4.2,5.6,41.3,10.7,4.0,889,25.0,8.6,75.3,34.4,62.8,13.8,4.5,19.2,59,5,20,10.8,0.4,13.0,13.4,2.85,45
275,275,ARGAY,2020-12,ARGAY_TERRACE,0.0,0.0,13.0,0.0,2.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,18.0,8.0,0.0,0.0,1.0,2.0,0.0,7.0,1.0,59.0,2020-12-01,ARGAY_TERRACE,26.396571348359892,2020,349725,360000,157,31,82,9,1,1967,6339,3088,38,47028,46.7,31.4,17.6,4.2,5.6,41.3,10.7,4.0,889,25.0,8.6,75.3,34.4,62.8,13.8,4.5,19.2,59,5,20,10.8,0.4,13.0,13.4,2.85,45
276,276,ARGAY,2021-01,ARGAY_TERRACE,1.0,1.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,25.0,14.0,0.0,0.0,0.0,3.0,0.0,8.0,0.0,65.0,2021-01-01,ARGAY_TERRACE,34.74254335159169,2021,349725,360000,157,31,82,9,1,1967,6339,3088,38,47028,46.7,31.4,17.6,4.2,5.6,41.3,10.7,4.0,889,25.0,8.6,75.3,34.4,62.8,13.8,4.5,19.2,59,5,20,10.8,0.4,13.0,13.4,2.85,45
277,277,ARGAY,2021-02,ARGAY_TERRACE,0.0,1.0,9.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,23.0,8.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,54.0,2021-02-01,ARGAY_TERRACE,37.82329545892404,2021,349725,360000,157,31,82,9,1,1967,6339,3088,38,47028,46.7,31.4,17.6,4.2,5.6,41.3,10.7,4.0,889,25.0,8.6,75.3,34.4,62.8,13.8,4.5,19.2,59,5,20,10.8,0.4,13.0,13.4,2.85,45
278,278,ARGAY,2021-03,ARGAY_TERRACE,0.0,1.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,26.0,10.0,0.0,0.0,0.0,1.0,0.0,9.0,1.0,62.0,2021-03-01,ARGAY_TERRACE,29.358287626410917,2021,349725,360000,157,31,82,9,1,1967,6339,3088,38,47028,46.7,31.4,17.6,4.2,5.6,41.3,10.7,4.0,889,25.0,8.6,75.3,34.4,62.8,13.8,4.5,19.2,59,5,20,10.8,0.4,13.0,13.4,2.85,45
279,279,ARGAY,2021-04,ARGAY_TERRACE,0.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,15.0,9.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,46.0,,,,,349725,360000,157,31,82,9,1,1967,6339,3088,38,47028,46.7,31.4,17.6,4.2,5.6,41.3,10.7,4.0,889,25.0,8.6,75.3,34.4,62.8,13.8,4.5,19.2,59,5,20,10.8,0.4,13.0,13.4,2.85,45
280,280,ARGAY,2021-05,ARGAY_TERRACE,0.0,0.0,7.0,0.0,8.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,14.0,10.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,48.0,2021-05-01,ARGAY_TERRACE,29.548908202214957,2021,349725,360000,157,31,82,9,1,1967,6339,3088,38,47028,46.7,31.4,17.6,4.2,5.6,41.3,10.7,4.0,889,25.0,8.6,75.3,34.4,62.8,13.8,4.5,19.2,59,5,20,10.8,0.4,13.0,13.4,2.85,45
281,281,ARLINGTON HEIGHTS,2015-07,ARLINGTON_HEIGHTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,2015-07-01,ARLINGTON_HEIGHTS,14.41613347116005,2015,1100611,920000,352,36,18,0,0,1961,1897,2323,51,107676,76.9,59.6,10.7,5.9,0.6,23.0,43.0,39.9,1089,3.2,2.2,87.4,17.4,85.0,1.8,4.7,8.4,329,63,14,6.8,4.2,10.3,14.4,1.68,40
282,282,ARLINGTON HEIGHTS,2015-08,ARLINGTON_HEIGHTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-08-01,ARLINGTON_HEIGHTS,14.21429195130394,2015,1100611,920000,352,36,18,0,0,1961,1897,2323,51,107676,76.9,59.6,10.7,5.9,0.6,23.0,43.0,39.9,1089,3.2,2.2,87.4,17.4,85.0,1.8,4.7,8.4,329,63,14,6.8,4.2,10.3,14.4,1.68,40
283,283,ARLINGTON HEIGHTS,2015-09,ARLINGTON_HEIGHTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2015-09-01,ARLINGTON_HEIGHTS,15.688613613295955,2015,1100611,920000,352,36,18,0,0,1961,1897,2323,51,107676,76.9,59.6,10.7,5.9,0.6,23.0,43.0,39.9,1089,3.2,2.2,87.4,17.4,85.0,1.8,4.7,8.4,329,63,14,6.8,4.2,10.3,14.4,1.68,40
284,284,ARLINGTON HEIGHTS,2015-10,ARLINGTON_HEIGHTS,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,2015-10-01,ARLINGTON_HEIGHTS,13.454370631097651,2015,1100611,920000,352,36,18,0,0,1961,1897,2323,51,107676,76.9,59.6,10.7,5.9,0.6,23.0,43.0,39.9,1089,3.2,2.2,87.4,17.4,85.0,1.8,4.7,8.4,329,63,14,6.8,4.2,10.3,14.4,1.68,40
285,285,ARLINGTON HEIGHTS,2015-11,ARLINGTON_HEIGHTS,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2015-11-01,ARLINGTON_HEIGHTS,14.140668656287739,2015,1100611,920000,352,36,18,0,0,1961,1897,2323,51,107676,76.9,59.6,10.7,5.9,0.6,23.0,43.0,39.9,1089,3.2,2.2,87.4,17.4,85.0,1.8,4.7,8.4,329,63,14,6.8,4.2,10.3,14.4,1.68,40
286,286,ARLINGTON HEIGHTS,2015-12,ARLINGTON_HEIGHTS,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2015-12-01,ARLINGTON_HEIGHTS,15.629352782310894,2015,1100611,920000,352,36,18,0,0,1961,1897,2323,51,107676,76.9,59.6,10.7,5.9,0.6,23.0,43.0,39.9,1089,3.2,2.2,87.4,17.4,85.0,1.8,4.7,8.4,329,63,14,6.8,4.2,10.3,14.4,1.68,40
287,287,ARLINGTON HEIGHTS,2016-01,ARLINGTON_HEIGHTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2016-01-01,ARLINGTON_HEIGHTS,18.164109972017677,2016,1100611,920000,352,36,18,0,0,1961,1897,2323,51,107676,76.9,59.6,10.7,5.9,0.6,23.0,43.0,39.9,1089,3.2,2.2,87.4,17.4,85.0,1.8,4.7,8.4,329,63,14,6.8,4.2,10.3,14.4,1.68,40
288,288,ARLINGTON HEIGHTS,2016-02,ARLINGTON_HEIGHTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2016-02-01,ARLINGTON_HEIGHTS,15.632696335033009,2016,1100611,920000,352,36,18,0,0,1961,1897,2323,51,107676,76.9,59.6,10.7,5.9,0.6,23.0,43.0,39.9,1089,3.2,2.2,87.4,17.4,85.0,1.8,4.7,8.4,329,63,14,6.8,4.2,10.3,14.4,1.68,40
289,289,ARLINGTON HEIGHTS,2016-03,ARLINGTON_HEIGHTS,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16.0,2016-03-01,ARLINGTON_HEIGHTS,14.763764952993675,2016,1100611,920000,352,36,18,0,0,1961,1897,2323,51,107676,76.9,59.6,10.7,5.9,0.6,23.0,43.0,39.9,1089,3.2,2.2,87.4,17.4,85.0,1.8,4.7,8.4,329,63,14,6.8,4.2,10.3,14.4,1.68,40
290,290,ARLINGTON HEIGHTS,2016-04,ARLINGTON_HEIGHTS,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,2016-04-01,ARLINGTON_HEIGHTS,14.74441845506091,2016,1100611,920000,352,36,18,0,0,1961,1897,2323,51,107676,76.9,59.6,10.7,5.9,0.6,23.0,43.0,39.9,1089,3.2,2.2,87.4,17.4,85.0,1.8,4.7,8.4,329,63,14,6.8,4.2,10.3,14.4,1.68,40
291,291,ARLINGTON HEIGHTS,2016-05,ARLINGTON_HEIGHTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,2016-05-01,ARLINGTON_HEIGHTS,14.351733608638266,2016,1100611,920000,352,36,18,0,0,1961,1897,2323,51,107676,76.9,59.6,10.7,5.9,0.6,23.0,43.0,39.9,1089,3.2,2.2,87.4,17.4,85.0,1.8,4.7,8.4,329,63,14,6.8,4.2,10.3,14.4,1.68,40
292,292,ARLINGTON HEIGHTS,2016-06,ARLINGTON_HEIGHTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,26.0,2016-06-01,ARLINGTON_HEIGHTS,13.4354153820548,2016,1100611,920000,352,36,18,0,0,1961,1897,2323,51,107676,76.9,59.6,10.7,5.9,0.6,23.0,43.0,39.9,1089,3.2,2.2,87.4,17.4,85.0,1.8,4.7,8.4,329,63,14,6.8,4.2,10.3,14.4,1.68,40
293,293,ARLINGTON HEIGHTS,2016-07,ARLINGTON_HEIGHTS,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,25.0,2016-07-01,ARLINGTON_HEIGHTS,13.394225078721146,2016,1100611,920000,352,36,18,0,0,1961,1897,2323,51,107676,76.9,59.6,10.7,5.9,0.6,23.0,43.0,39.9,1089,3.2,2.2,87.4,17.4,85.0,1.8,4.7,8.4,329,63,14,6.8,4.2,10.3,14.4,1.68,40
294,294,ARLINGTON HEIGHTS,2016-08,ARLINGTON_HEIGHTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2016-08-01,ARLINGTON_HEIGHTS,12.40318824203194,2016,1100611,920000,352,36,18,0,0,1961,1897,2323,51,107676,76.9,59.6,10.7,5.9,0.6,23.0,43.0,39.9,1089,3.2,2.2,87.4,17.4,85.0,1.8,4.7,8.4,329,63,14,6.8,4.2,10.3,14.4,1.68,40
295,295,ARLINGTON HEIGHTS,2016-09,ARLINGTON_HEIGHTS,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,2016-09-01,ARLINGTON_HEIGHTS,13.274480532618815,2016,1100611,920000,352,36,18,0,0,1961,1897,2323,51,107676,76.9,59.6,10.7,5.9,0.6,23.0,43.0,39.9,1089,3.2,2.2,87.4,17.4,85.0,1.8,4.7,8.4,329,63,14,6.8,4.2,10.3,14.4,1.68,40
296,296,ARLINGTON HEIGHTS,2016-10,ARLINGTON_HEIGHTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2016-10-01,ARLINGTON_HEIGHTS,11.76595750652782,2016,1100611,920000,352,36,18,0,0,1961,1897,2323,51,107676,76.9,59.6,10.7,5.9,0.6,23.0,43.0,39.9,1089,3.2,2.2,87.4,17.4,85.0,1.8,4.7,8.4,329,63,14,6.8,4.2,10.3,14.4,1.68,40
297,297,ARLINGTON HEIGHTS,2016-11,ARLINGTON_HEIGHTS,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,2016-11-01,ARLINGTON_HEIGHTS,13.661505461642722,2016,1100611,920000,352,36,18,0,0,1961,1897,2323,51,107676,76.9,59.6,10.7,5.9,0.6,23.0,43.0,39.9,1089,3.2,2.2,87.4,17.4,85.0,1.8,4.7,8.4,329,63,14,6.8,4.2,10.3,14.4,1.68,40
298,298,ARLINGTON HEIGHTS,2016-12,ARLINGTON_HEIGHTS,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,6.0,2016-12-01,ARLINGTON_HEIGHTS,16.168986250273782,2016,1100611,920000,352,36,18,0,0,1961,1897,2323,51,107676,76.9,59.6,10.7,5.9,0.6,23.0,43.0,39.9,1089,3.2,2.2,87.4,17.4,85.0,1.8,4.7,8.4,329,63,14,6.8,4.2,10.3,14.4,1.68,40
299,299,ARLINGTON HEIGHTS,2017-02,ARLINGTON_HEIGHTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2017-02-01,ARLINGTON_HEIGHTS,17.44111583784069,2017,1100611,920000,352,36,18,0,0,1961,1897,2323,51,107676,76.9,59.6,10.7,5.9,0.6,23.0,43.0,39.9,1089,3.2,2.2,87.4,17.4,85.0,1.8,4.7,8.4,329,63,14,6.8,4.2,10.3,14.4,1.68,40
300,300,ARLINGTON HEIGHTS,2017-03,ARLINGTON_HEIGHTS,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,2017-03-01,ARLINGTON_HEIGHTS,16.18181532501981,2017,1100611,920000,352,36,18,0,0,1961,1897,2323,51,107676,76.9,59.6,10.7,5.9,0.6,23.0,43.0,39.9,1089,3.2,2.2,87.4,17.4,85.0,1.8,4.7,8.4,329,63,14,6.8,4.2,10.3,14.4,1.68,40
301,301,ARLINGTON HEIGHTS,2017-04,ARLINGTON_HEIGHTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,2017-04-01,ARLINGTON_HEIGHTS,17.989894658343236,2017,1100611,920000,352,36,18,0,0,1961,1897,2323,51,107676,76.9,59.6,10.7,5.9,0.6,23.0,43.0,39.9,1089,3.2,2.2,87.4,17.4,85.0,1.8,4.7,8.4,329,63,14,6.8,4.2,10.3,14.4,1.68,40
302,302,ARLINGTON HEIGHTS,2017-05,ARLINGTON_HEIGHTS,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2017-05-01,ARLINGTON_HEIGHTS,11.785439824567462,2017,1100611,920000,352,36,18,0,0,1961,1897,2323,51,107676,76.9,59.6,10.7,5.9,0.6,23.0,43.0,39.9,1089,3.2,2.2,87.4,17.4,85.0,1.8,4.7,8.4,329,63,14,6.8,4.2,10.3,14.4,1.68,40
303,303,ARLINGTON HEIGHTS,2017-06,ARLINGTON_HEIGHTS,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2017-06-01,ARLINGTON_HEIGHTS,11.905909481988317,2017,1100611,920000,352,36,18,0,0,1961,1897,2323,51,107676,76.9,59.6,10.7,5.9,0.6,23.0,43.0,39.9,1089,3.2,2.2,87.4,17.4,85.0,1.8,4.7,8.4,329,63,14,6.8,4.2,10.3,14.4,1.68,40
304,304,ARLINGTON HEIGHTS,2017-07,ARLINGTON_HEIGHTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,2017-07-01,ARLINGTON_HEIGHTS,11.054046267874511,2017,1100611,920000,352,36,18,0,0,1961,1897,2323,51,107676,76.9,59.6,10.7,5.9,0.6,23.0,43.0,39.9,1089,3.2,2.2,87.4,17.4,85.0,1.8,4.7,8.4,329,63,14,6.8,4.2,10.3,14.4,1.68,40
305,305,ARLINGTON HEIGHTS,2017-08,ARLINGTON_HEIGHTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,2017-08-01,ARLINGTON_HEIGHTS,13.497474682802242,2017,1100611,920000,352,36,18,0,0,1961,1897,2323,51,107676,76.9,59.6,10.7,5.9,0.6,23.0,43.0,39.9,1089,3.2,2.2,87.4,17.4,85.0,1.8,4.7,8.4,329,63,14,6.8,4.2,10.3,14.4,1.68,40
306,306,ARLINGTON HEIGHTS,2017-09,ARLINGTON_HEIGHTS,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2017-09-01,ARLINGTON_HEIGHTS,13.488329470964398,2017,1100611,920000,352,36,18,0,0,1961,1897,2323,51,107676,76.9,59.6,10.7,5.9,0.6,23.0,43.0,39.9,1089,3.2,2.2,87.4,17.4,85.0,1.8,4.7,8.4,329,63,14,6.8,4.2,10.3,14.4,1.68,40
307,307,ARLINGTON HEIGHTS,2017-10,ARLINGTON_HEIGHTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,2017-10-01,ARLINGTON_HEIGHTS,10.70285871987996,2017,1100611,920000,352,36,18,0,0,1961,1897,2323,51,107676,76.9,59.6,10.7,5.9,0.6,23.0,43.0,39.9,1089,3.2,2.2,87.4,17.4,85.0,1.8,4.7,8.4,329,63,14,6.8,4.2,10.3,14.4,1.68,40
308,308,ARLINGTON HEIGHTS,2017-11,ARLINGTON_HEIGHTS,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2017-11-01,ARLINGTON_HEIGHTS,15.352138619456474,2017,1100611,920000,352,36,18,0,0,1961,1897,2323,51,107676,76.9,59.6,10.7,5.9,0.6,23.0,43.0,39.9,1089,3.2,2.2,87.4,17.4,85.0,1.8,4.7,8.4,329,63,14,6.8,4.2,10.3,14.4,1.68,40
309,309,ARLINGTON HEIGHTS,2017-12,ARLINGTON_HEIGHTS,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,2017-12-01,ARLINGTON_HEIGHTS,18.827866823271794,2017,1100611,920000,352,36,18,0,0,1961,1897,2323,51,107676,76.9,59.6,10.7,5.9,0.6,23.0,43.0,39.9,1089,3.2,2.2,87.4,17.4,85.0,1.8,4.7,8.4,329,63,14,6.8,4.2,10.3,14.4,1.68,40
310,310,ARLINGTON HEIGHTS,2018-01,ARLINGTON_HEIGHTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,2018-01-01,ARLINGTON_HEIGHTS,14.450768811546537,2018,1100611,920000,352,36,18,0,0,1961,1897,2323,51,107676,76.9,59.6,10.7,5.9,0.6,23.0,43.0,39.9,1089,3.2,2.2,87.4,17.4,85.0,1.8,4.7,8.4,329,63,14,6.8,4.2,10.3,14.4,1.68,40
311,311,ARLINGTON HEIGHTS,2018-02,ARLINGTON_HEIGHTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2018-02-01,ARLINGTON_HEIGHTS,23.059685900202297,2018,1100611,920000,352,36,18,0,0,1961,1897,2323,51,107676,76.9,59.6,10.7,5.9,0.6,23.0,43.0,39.9,1089,3.2,2.2,87.4,17.4,85.0,1.8,4.7,8.4,329,63,14,6.8,4.2,10.3,14.4,1.68,40
312,312,ARLINGTON HEIGHTS,2018-03,ARLINGTON_HEIGHTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9.0,2018-03-01,ARLINGTON_HEIGHTS,15.082691034627853,2018,1100611,920000,352,36,18,0,0,1961,1897,2323,51,107676,76.9,59.6,10.7,5.9,0.6,23.0,43.0,39.9,1089,3.2,2.2,87.4,17.4,85.0,1.8,4.7,8.4,329,63,14,6.8,4.2,10.3,14.4,1.68,40
313,313,ARLINGTON HEIGHTS,2018-04,ARLINGTON_HEIGHTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,2018-04-01,ARLINGTON_HEIGHTS,12.914369359814158,2018,1100611,920000,352,36,18,0,0,1961,1897,2323,51,107676,76.9,59.6,10.7,5.9,0.6,23.0,43.0,39.9,1089,3.2,2.2,87.4,17.4,85.0,1.8,4.7,8.4,329,63,14,6.8,4.2,10.3,14.4,1.68,40
314,314,ARLINGTON HEIGHTS,2018-05,ARLINGTON_HEIGHTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2018-05-01,ARLINGTON_HEIGHTS,13.354510061535628,2018,1100611,920000,352,36,18,0,0,1961,1897,2323,51,107676,76.9,59.6,10.7,5.9,0.6,23.0,43.0,39.9,1089,3.2,2.2,87.4,17.4,85.0,1.8,4.7,8.4,329,63,14,6.8,4.2,10.3,14.4,1.68,40
315,315,ARLINGTON HEIGHTS,2018-06,ARLINGTON_HEIGHTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2018-06-01,ARLINGTON_HEIGHTS,13.441418388048637,2018,1100611,920000,352,36,18,0,0,1961,1897,2323,51,107676,76.9,59.6,10.7,5.9,0.6,23.0,43.0,39.9,1089,3.2,2.2,87.4,17.4,85.0,1.8,4.7,8.4,329,63,14,6.8,4.2,10.3,14.4,1.68,40
316,316,ARLINGTON HEIGHTS,2018-07,ARLINGTON_HEIGHTS,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,2018-07-01,ARLINGTON_HEIGHTS,11.939501950336778,2018,1100611,920000,352,36,18,0,0,1961,1897,2323,51,107676,76.9,59.6,10.7,5.9,0.6,23.0,43.0,39.9,1089,3.2,2.2,87.4,17.4,85.0,1.8,4.7,8.4,329,63,14,6.8,4.2,10.3,14.4,1.68,40
317,317,ARLINGTON HEIGHTS,2018-08,ARLINGTON_HEIGHTS,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,2018-08-01,ARLINGTON_HEIGHTS,16.054520910084406,2018,1100611,920000,352,36,18,0,0,1961,1897,2323,51,107676,76.9,59.6,10.7,5.9,0.6,23.0,43.0,39.9,1089,3.2,2.2,87.4,17.4,85.0,1.8,4.7,8.4,329,63,14,6.8,4.2,10.3,14.4,1.68,40
