,index,Neighborhood,OccurMonth_Year,Matched_Names,Animal Cruelty Offenses,Arson,Assault Offenses,Bribery,Burglary,Counterfeiting/Forgery,Drug/Narcotic Offenses,Embezzlement,Extortion/Blackmail,Fraud Offenses,Gambling Offenses,Homicide Offenses,Human Trafficking Offenses,Kidnapping/Abduction,Larceny Offenses,Motor Vehicle Theft,Pornography/Obscene Material,Prostitution Offenses,Robbery,Sex Offenses,Stolen Property Offenses,Vandalism,Weapon Law Violations,Total_Offenses,dates,Names of Places,Average Radiance Per Pixel Per month,Year,avg_home_price,median_home_price,average_cost_per_foot,days_on_market,homes_sold_2017,condo_sales,distressed_property_sales,year_built,adj_popn,adj_popn_pe_sq_mi,median_age,median_household_income,home_ownership,married,divorced,widowed,seperated,never_married,popn_bachelors_degree_perc,popn_graduate_degree,median_monthly_housing_expenses,people_below_poverty,unemployed_perc,english_perc,perc_households_children,x,perc_diff_county_last_year,perc_diff_state_last_year,total_newcomers_perc,x.1,parks_perc,x.2,commute_by_public_transit,commute_by_bike_perc,commute_by_walking_perc,commute_biking_walking_perc,miles_bike_route_per_sqkm,walk_score
1878,1878,FOSTER-POWELL,2017-07,FOSTER-POWELL,0.0,0.0,6.0,0.0,3.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,13.0,7.0,0.0,0.0,2.0,1.0,0.0,4.0,0.0,42.0,2017-07-01,FOSTER-POWELL,26.616046702256856,2017,388521,388450,232,23,160,2,1,1948,8059,9057,38,52532,53.3,38.0,15.5,5.5,1.8,39.1,28.6,11.9,1099,14.3,5.4,81.3,28.1,81.3,1.8,3.1,6.0,7,1,19,11.9,8.3,2.1,10.4,1.97,80
1879,1879,FOSTER-POWELL,2017-08,FOSTER-POWELL,0.0,0.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,24.0,2017-08-01,FOSTER-POWELL,23.40473001508571,2017,388521,388450,232,23,160,2,1,1948,8059,9057,38,52532,53.3,38.0,15.5,5.5,1.8,39.1,28.6,11.9,1099,14.3,5.4,81.3,28.1,81.3,1.8,3.1,6.0,7,1,19,11.9,8.3,2.1,10.4,1.97,80
1880,1880,FOSTER-POWELL,2017-09,FOSTER-POWELL,1.0,0.0,5.0,0.0,3.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,29.0,2017-09-01,FOSTER-POWELL,20.7805032778498,2017,388521,388450,232,23,160,2,1,1948,8059,9057,38,52532,53.3,38.0,15.5,5.5,1.8,39.1,28.6,11.9,1099,14.3,5.4,81.3,28.1,81.3,1.8,3.1,6.0,7,1,19,11.9,8.3,2.1,10.4,1.97,80
1881,1881,FOSTER-POWELL,2017-10,FOSTER-POWELL,0.0,0.0,5.0,0.0,4.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,9.0,7.0,0.0,0.0,3.0,0.0,0.0,6.0,1.0,39.0,2017-10-01,FOSTER-POWELL,27.12341808290624,2017,388521,388450,232,23,160,2,1,1948,8059,9057,38,52532,53.3,38.0,15.5,5.5,1.8,39.1,28.6,11.9,1099,14.3,5.4,81.3,28.1,81.3,1.8,3.1,6.0,7,1,19,11.9,8.3,2.1,10.4,1.97,80
1882,1882,FOSTER-POWELL,2017-11,FOSTER-POWELL,0.0,0.0,5.0,0.0,3.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,15.0,4.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,40.0,2017-11-01,FOSTER-POWELL,21.16400293606431,2017,388521,388450,232,23,160,2,1,1948,8059,9057,38,52532,53.3,38.0,15.5,5.5,1.8,39.1,28.6,11.9,1099,14.3,5.4,81.3,28.1,81.3,1.8,3.1,6.0,7,1,19,11.9,8.3,2.1,10.4,1.97,80
1883,1883,FOSTER-POWELL,2017-12,FOSTER-POWELL,0.0,0.0,5.0,0.0,4.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,15.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,42.0,2017-12-01,FOSTER-POWELL,35.0999911749541,2017,388521,388450,232,23,160,2,1,1948,8059,9057,38,52532,53.3,38.0,15.5,5.5,1.8,39.1,28.6,11.9,1099,14.3,5.4,81.3,28.1,81.3,1.8,3.1,6.0,7,1,19,11.9,8.3,2.1,10.4,1.97,80
1884,1884,FOSTER-POWELL,2018-01,FOSTER-POWELL,0.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,16.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,36.0,2018-01-01,FOSTER-POWELL,25.426316289759406,2018,388521,388450,232,23,160,2,1,1948,8059,9057,38,52532,53.3,38.0,15.5,5.5,1.8,39.1,28.6,11.9,1099,14.3,5.4,81.3,28.1,81.3,1.8,3.1,6.0,7,1,19,11.9,8.3,2.1,10.4,1.97,80
1885,1885,FOSTER-POWELL,2018-02,FOSTER-POWELL,0.0,0.0,2.0,0.0,6.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,15.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,36.0,2018-02-01,FOSTER-POWELL,43.81098197481526,2018,388521,388450,232,23,160,2,1,1948,8059,9057,38,52532,53.3,38.0,15.5,5.5,1.8,39.1,28.6,11.9,1099,14.3,5.4,81.3,28.1,81.3,1.8,3.1,6.0,7,1,19,11.9,8.3,2.1,10.4,1.97,80
1886,1886,FOSTER-POWELL,2018-03,FOSTER-POWELL,0.0,0.0,8.0,0.0,7.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,39.0,2018-03-01,FOSTER-POWELL,29.759647474146604,2018,388521,388450,232,23,160,2,1,1948,8059,9057,38,52532,53.3,38.0,15.5,5.5,1.8,39.1,28.6,11.9,1099,14.3,5.4,81.3,28.1,81.3,1.8,3.1,6.0,7,1,19,11.9,8.3,2.1,10.4,1.97,80
1887,1887,FOSTER-POWELL,2018-04,FOSTER-POWELL,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,16.0,3.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,32.0,2018-04-01,FOSTER-POWELL,24.94230189423063,2018,388521,388450,232,23,160,2,1,1948,8059,9057,38,52532,53.3,38.0,15.5,5.5,1.8,39.1,28.6,11.9,1099,14.3,5.4,81.3,28.1,81.3,1.8,3.1,6.0,7,1,19,11.9,8.3,2.1,10.4,1.97,80
1888,1888,FOSTER-POWELL,2018-05,FOSTER-POWELL,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,10.0,4.0,0.0,0.0,1.0,3.0,0.0,4.0,0.0,35.0,2018-05-01,FOSTER-POWELL,23.749346034206567,2018,388521,388450,232,23,160,2,1,1948,8059,9057,38,52532,53.3,38.0,15.5,5.5,1.8,39.1,28.6,11.9,1099,14.3,5.4,81.3,28.1,81.3,1.8,3.1,6.0,7,1,19,11.9,8.3,2.1,10.4,1.97,80
1889,1889,FOSTER-POWELL,2018-06,FOSTER-POWELL,0.0,0.0,4.0,0.0,4.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,17.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,43.0,2018-06-01,FOSTER-POWELL,21.971707375654535,2018,388521,388450,232,23,160,2,1,1948,8059,9057,38,52532,53.3,38.0,15.5,5.5,1.8,39.1,28.6,11.9,1099,14.3,5.4,81.3,28.1,81.3,1.8,3.1,6.0,7,1,19,11.9,8.3,2.1,10.4,1.97,80
1890,1890,FOSTER-POWELL,2018-07,FOSTER-POWELL,0.0,0.0,4.0,0.0,3.0,1.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,36.0,2018-07-01,FOSTER-POWELL,24.545841788960935,2018,388521,388450,232,23,160,2,1,1948,8059,9057,38,52532,53.3,38.0,15.5,5.5,1.8,39.1,28.6,11.9,1099,14.3,5.4,81.3,28.1,81.3,1.8,3.1,6.0,7,1,19,11.9,8.3,2.1,10.4,1.97,80
1891,1891,FOSTER-POWELL,2018-08,FOSTER-POWELL,0.0,0.0,4.0,0.0,10.0,1.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,13.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,42.0,2018-08-01,FOSTER-POWELL,22.134788030083506,2018,388521,388450,232,23,160,2,1,1948,8059,9057,38,52532,53.3,38.0,15.5,5.5,1.8,39.1,28.6,11.9,1099,14.3,5.4,81.3,28.1,81.3,1.8,3.1,6.0,7,1,19,11.9,8.3,2.1,10.4,1.97,80
1892,1892,FOSTER-POWELL,2018-09,FOSTER-POWELL,0.0,0.0,2.0,0.0,7.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,33.0,2018-09-01,FOSTER-POWELL,22.734447610200345,2018,388521,388450,232,23,160,2,1,1948,8059,9057,38,52532,53.3,38.0,15.5,5.5,1.8,39.1,28.6,11.9,1099,14.3,5.4,81.3,28.1,81.3,1.8,3.1,6.0,7,1,19,11.9,8.3,2.1,10.4,1.97,80
1893,1893,FOSTER-POWELL,2018-10,FOSTER-POWELL,1.0,0.0,5.0,0.0,3.0,3.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,33.0,2018-10-01,FOSTER-POWELL,23.202250667116537,2018,388521,388450,232,23,160,2,1,1948,8059,9057,38,52532,53.3,38.0,15.5,5.5,1.8,39.1,28.6,11.9,1099,14.3,5.4,81.3,28.1,81.3,1.8,3.1,6.0,7,1,19,11.9,8.3,2.1,10.4,1.97,80
1894,1894,FOSTER-POWELL,2018-11,FOSTER-POWELL,0.0,0.0,2.0,0.0,4.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,30.0,2018-11-01,FOSTER-POWELL,23.221349423251944,2018,388521,388450,232,23,160,2,1,1948,8059,9057,38,52532,53.3,38.0,15.5,5.5,1.8,39.1,28.6,11.9,1099,14.3,5.4,81.3,28.1,81.3,1.8,3.1,6.0,7,1,19,11.9,8.3,2.1,10.4,1.97,80
1895,1895,FOSTER-POWELL,2018-12,FOSTER-POWELL,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,15.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,29.0,2018-12-01,FOSTER-POWELL,29.262268629501126,2018,388521,388450,232,23,160,2,1,1948,8059,9057,38,52532,53.3,38.0,15.5,5.5,1.8,39.1,28.6,11.9,1099,14.3,5.4,81.3,28.1,81.3,1.8,3.1,6.0,7,1,19,11.9,8.3,2.1,10.4,1.97,80
1896,1896,FOSTER-POWELL,2019-01,FOSTER-POWELL,0.0,0.0,5.0,0.0,4.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,19.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,43.0,2019-01-01,FOSTER-POWELL,26.96779108588375,2019,388521,388450,232,23,160,2,1,1948,8059,9057,38,52532,53.3,38.0,15.5,5.5,1.8,39.1,28.6,11.9,1099,14.3,5.4,81.3,28.1,81.3,1.8,3.1,6.0,7,1,19,11.9,8.3,2.1,10.4,1.97,80
1897,1897,FOSTER-POWELL,2019-02,FOSTER-POWELL,0.0,0.0,4.0,0.0,2.0,1.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,2.0,0.0,0.0,4.0,1.0,35.0,2019-02-01,FOSTER-POWELL,28.075507071765514,2019,388521,388450,232,23,160,2,1,1948,8059,9057,38,52532,53.3,38.0,15.5,5.5,1.8,39.1,28.6,11.9,1099,14.3,5.4,81.3,28.1,81.3,1.8,3.1,6.0,7,1,19,11.9,8.3,2.1,10.4,1.97,80
1898,1898,FOSTER-POWELL,2019-03,FOSTER-POWELL,0.0,0.0,6.0,0.0,1.0,1.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,30.0,2019-03-01,FOSTER-POWELL,25.646710543276665,2019,388521,388450,232,23,160,2,1,1948,8059,9057,38,52532,53.3,38.0,15.5,5.5,1.8,39.1,28.6,11.9,1099,14.3,5.4,81.3,28.1,81.3,1.8,3.1,6.0,7,1,19,11.9,8.3,2.1,10.4,1.97,80
1899,1899,FOSTER-POWELL,2019-04,FOSTER-POWELL,0.0,0.0,3.0,0.0,6.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,30.0,2019-04-01,FOSTER-POWELL,25.474250542939608,2019,388521,388450,232,23,160,2,1,1948,8059,9057,38,52532,53.3,38.0,15.5,5.5,1.8,39.1,28.6,11.9,1099,14.3,5.4,81.3,28.1,81.3,1.8,3.1,6.0,7,1,19,11.9,8.3,2.1,10.4,1.97,80
1900,1900,FOSTER-POWELL,2019-05,FOSTER-POWELL,0.0,0.0,4.0,0.0,3.0,0.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,13.0,4.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,40.0,2019-05-01,FOSTER-POWELL,25.345077793349084,2019,388521,388450,232,23,160,2,1,1948,8059,9057,38,52532,53.3,38.0,15.5,5.5,1.8,39.1,28.6,11.9,1099,14.3,5.4,81.3,28.1,81.3,1.8,3.1,6.0,7,1,19,11.9,8.3,2.1,10.4,1.97,80
1901,1901,FOSTER-POWELL,2019-06,FOSTER-POWELL,0.0,0.0,5.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,35.0,2019-06-01,FOSTER-POWELL,24.29954343966584,2019,388521,388450,232,23,160,2,1,1948,8059,9057,38,52532,53.3,38.0,15.5,5.5,1.8,39.1,28.6,11.9,1099,14.3,5.4,81.3,28.1,81.3,1.8,3.1,6.0,7,1,19,11.9,8.3,2.1,10.4,1.97,80
1902,1902,FOSTER-POWELL,2019-07,FOSTER-POWELL,0.0,0.0,2.0,0.0,1.0,0.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,15.0,6.0,0.0,0.0,1.0,0.0,1.0,5.0,1.0,43.0,2019-07-01,FOSTER-POWELL,23.221310444732215,2019,388521,388450,232,23,160,2,1,1948,8059,9057,38,52532,53.3,38.0,15.5,5.5,1.8,39.1,28.6,11.9,1099,14.3,5.4,81.3,28.1,81.3,1.8,3.1,6.0,7,1,19,11.9,8.3,2.1,10.4,1.97,80
1903,1903,FOSTER-POWELL,2019-08,FOSTER-POWELL,0.0,0.0,8.0,0.0,2.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,33.0,2019-08-01,FOSTER-POWELL,25.058596727741303,2019,388521,388450,232,23,160,2,1,1948,8059,9057,38,52532,53.3,38.0,15.5,5.5,1.8,39.1,28.6,11.9,1099,14.3,5.4,81.3,28.1,81.3,1.8,3.1,6.0,7,1,19,11.9,8.3,2.1,10.4,1.97,80
1904,1904,FOSTER-POWELL,2019-09,FOSTER-POWELL,0.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,30.0,2019-09-01,FOSTER-POWELL,20.079856473154102,2019,388521,388450,232,23,160,2,1,1948,8059,9057,38,52532,53.3,38.0,15.5,5.5,1.8,39.1,28.6,11.9,1099,14.3,5.4,81.3,28.1,81.3,1.8,3.1,6.0,7,1,19,11.9,8.3,2.1,10.4,1.97,80
1905,1905,FOSTER-POWELL,2019-10,FOSTER-POWELL,0.0,0.0,6.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,27.0,2019-10-01,FOSTER-POWELL,23.906044686160875,2019,388521,388450,232,23,160,2,1,1948,8059,9057,38,52532,53.3,38.0,15.5,5.5,1.8,39.1,28.6,11.9,1099,14.3,5.4,81.3,28.1,81.3,1.8,3.1,6.0,7,1,19,11.9,8.3,2.1,10.4,1.97,80
1906,1906,FOSTER-POWELL,2019-11,FOSTER-POWELL,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,23.0,2019-11-01,FOSTER-POWELL,24.956193936191394,2019,388521,388450,232,23,160,2,1,1948,8059,9057,38,52532,53.3,38.0,15.5,5.5,1.8,39.1,28.6,11.9,1099,14.3,5.4,81.3,28.1,81.3,1.8,3.1,6.0,7,1,19,11.9,8.3,2.1,10.4,1.97,80
1907,1907,FOSTER-POWELL,2019-12,FOSTER-POWELL,0.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,27.0,2019-12-01,FOSTER-POWELL,20.25640009979704,2019,388521,388450,232,23,160,2,1,1948,8059,9057,38,52532,53.3,38.0,15.5,5.5,1.8,39.1,28.6,11.9,1099,14.3,5.4,81.3,28.1,81.3,1.8,3.1,6.0,7,1,19,11.9,8.3,2.1,10.4,1.97,80
1908,1908,FOSTER-POWELL,2020-01,FOSTER-POWELL,0.0,0.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,42.0,2020-01-01,FOSTER-POWELL,18.25087473883558,2020,388521,388450,232,23,160,2,1,1948,8059,9057,38,52532,53.3,38.0,15.5,5.5,1.8,39.1,28.6,11.9,1099,14.3,5.4,81.3,28.1,81.3,1.8,3.1,6.0,7,1,19,11.9,8.3,2.1,10.4,1.97,80
1909,1909,FOSTER-POWELL,2020-02,FOSTER-POWELL,0.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,34.0,2020-02-01,FOSTER-POWELL,25.847561385880667,2020,388521,388450,232,23,160,2,1,1948,8059,9057,38,52532,53.3,38.0,15.5,5.5,1.8,39.1,28.6,11.9,1099,14.3,5.4,81.3,28.1,81.3,1.8,3.1,6.0,7,1,19,11.9,8.3,2.1,10.4,1.97,80
1910,1910,FOSTER-POWELL,2020-03,FOSTER-POWELL,0.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,26.0,2020-03-01,FOSTER-POWELL,24.38963876895051,2020,388521,388450,232,23,160,2,1,1948,8059,9057,38,52532,53.3,38.0,15.5,5.5,1.8,39.1,28.6,11.9,1099,14.3,5.4,81.3,28.1,81.3,1.8,3.1,6.0,7,1,19,11.9,8.3,2.1,10.4,1.97,80
1911,1911,FOSTER-POWELL,2020-04,FOSTER-POWELL,0.0,0.0,6.0,0.0,1.0,1.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,33.0,2020-04-01,FOSTER-POWELL,24.60711653865986,2020,388521,388450,232,23,160,2,1,1948,8059,9057,38,52532,53.3,38.0,15.5,5.5,1.8,39.1,28.6,11.9,1099,14.3,5.4,81.3,28.1,81.3,1.8,3.1,6.0,7,1,19,11.9,8.3,2.1,10.4,1.97,80
1912,1912,FOSTER-POWELL,2020-05,FOSTER-POWELL,0.0,0.0,3.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,23.0,2020-05-01,FOSTER-POWELL,18.643498658137535,2020,388521,388450,232,23,160,2,1,1948,8059,9057,38,52532,53.3,38.0,15.5,5.5,1.8,39.1,28.6,11.9,1099,14.3,5.4,81.3,28.1,81.3,1.8,3.1,6.0,7,1,19,11.9,8.3,2.1,10.4,1.97,80
1913,1913,FOSTER-POWELL,2020-06,FOSTER-POWELL,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,18.0,2020-06-01,FOSTER-POWELL,19.472555145149805,2020,388521,388450,232,23,160,2,1,1948,8059,9057,38,52532,53.3,38.0,15.5,5.5,1.8,39.1,28.6,11.9,1099,14.3,5.4,81.3,28.1,81.3,1.8,3.1,6.0,7,1,19,11.9,8.3,2.1,10.4,1.97,80
1914,1914,FOSTER-POWELL,2020-07,FOSTER-POWELL,0.0,0.0,5.0,0.0,3.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,24.0,2020-07-01,FOSTER-POWELL,22.512584901211866,2020,388521,388450,232,23,160,2,1,1948,8059,9057,38,52532,53.3,38.0,15.5,5.5,1.8,39.1,28.6,11.9,1099,14.3,5.4,81.3,28.1,81.3,1.8,3.1,6.0,7,1,19,11.9,8.3,2.1,10.4,1.97,80
1915,1915,FOSTER-POWELL,2020-08,FOSTER-POWELL,0.0,0.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,27.0,2020-08-01,FOSTER-POWELL,24.27875825255665,2020,388521,388450,232,23,160,2,1,1948,8059,9057,38,52532,53.3,38.0,15.5,5.5,1.8,39.1,28.6,11.9,1099,14.3,5.4,81.3,28.1,81.3,1.8,3.1,6.0,7,1,19,11.9,8.3,2.1,10.4,1.97,80
1916,1916,FOSTER-POWELL,2020-09,FOSTER-POWELL,0.0,0.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,29.0,2020-09-01,FOSTER-POWELL,16.136835752743398,2020,388521,388450,232,23,160,2,1,1948,8059,9057,38,52532,53.3,38.0,15.5,5.5,1.8,39.1,28.6,11.9,1099,14.3,5.4,81.3,28.1,81.3,1.8,3.1,6.0,7,1,19,11.9,8.3,2.1,10.4,1.97,80
1917,1917,FOSTER-POWELL,2020-10,FOSTER-POWELL,0.0,0.0,8.0,0.0,2.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,10.0,8.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,43.0,2020-10-01,FOSTER-POWELL,22.658973180286925,2020,388521,388450,232,23,160,2,1,1948,8059,9057,38,52532,53.3,38.0,15.5,5.5,1.8,39.1,28.6,11.9,1099,14.3,5.4,81.3,28.1,81.3,1.8,3.1,6.0,7,1,19,11.9,8.3,2.1,10.4,1.97,80
1918,1918,FOSTER-POWELL,2020-11,FOSTER-POWELL,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,13.0,6.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,36.0,2020-11-01,FOSTER-POWELL,20.259227107318484,2020,388521,388450,232,23,160,2,1,1948,8059,9057,38,52532,53.3,38.0,15.5,5.5,1.8,39.1,28.6,11.9,1099,14.3,5.4,81.3,28.1,81.3,1.8,3.1,6.0,7,1,19,11.9,8.3,2.1,10.4,1.97,80
1919,1919,FOSTER-POWELL,2020-12,FOSTER-POWELL,0.0,1.0,8.0,0.0,4.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,14.0,4.0,1.0,0.0,1.0,0.0,0.0,8.0,1.0,45.0,2020-12-01,FOSTER-POWELL,20.612146448733203,2020,388521,388450,232,23,160,2,1,1948,8059,9057,38,52532,53.3,38.0,15.5,5.5,1.8,39.1,28.6,11.9,1099,14.3,5.4,81.3,28.1,81.3,1.8,3.1,6.0,7,1,19,11.9,8.3,2.1,10.4,1.97,80
1920,1920,FOSTER-POWELL,2021-01,FOSTER-POWELL,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,19.0,2021-01-01,FOSTER-POWELL,22.14363557644745,2021,388521,388450,232,23,160,2,1,1948,8059,9057,38,52532,53.3,38.0,15.5,5.5,1.8,39.1,28.6,11.9,1099,14.3,5.4,81.3,28.1,81.3,1.8,3.1,6.0,7,1,19,11.9,8.3,2.1,10.4,1.97,80
1921,1921,FOSTER-POWELL,2021-02,FOSTER-POWELL,0.0,0.0,6.0,0.0,3.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,32.0,2021-02-01,FOSTER-POWELL,31.880692727387842,2021,388521,388450,232,23,160,2,1,1948,8059,9057,38,52532,53.3,38.0,15.5,5.5,1.8,39.1,28.6,11.9,1099,14.3,5.4,81.3,28.1,81.3,1.8,3.1,6.0,7,1,19,11.9,8.3,2.1,10.4,1.97,80
1922,1922,FOSTER-POWELL,2021-03,FOSTER-POWELL,2.0,0.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,28.0,2021-03-01,FOSTER-POWELL,21.5747820558121,2021,388521,388450,232,23,160,2,1,1948,8059,9057,38,52532,53.3,38.0,15.5,5.5,1.8,39.1,28.6,11.9,1099,14.3,5.4,81.3,28.1,81.3,1.8,3.1,6.0,7,1,19,11.9,8.3,2.1,10.4,1.97,80
1923,1923,FOSTER-POWELL,2021-04,FOSTER-POWELL,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,16.0,,,,,388521,388450,232,23,160,2,1,1948,8059,9057,38,52532,53.3,38.0,15.5,5.5,1.8,39.1,28.6,11.9,1099,14.3,5.4,81.3,28.1,81.3,1.8,3.1,6.0,7,1,19,11.9,8.3,2.1,10.4,1.97,80
1924,1924,FOSTER-POWELL,2021-05,FOSTER-POWELL,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,0.0,2.0,0.0,0.0,6.0,2.0,27.0,2021-05-01,FOSTER-POWELL,22.520008896215646,2021,388521,388450,232,23,160,2,1,1948,8059,9057,38,52532,53.3,38.0,15.5,5.5,1.8,39.1,28.6,11.9,1099,14.3,5.4,81.3,28.1,81.3,1.8,3.1,6.0,7,1,19,11.9,8.3,2.1,10.4,1.97,80
